paragraph,label
"5.8. A fizetendő végösszeg a megrendelés összesítése és visszaigazoló levél alapján minden költséget tartalmaz. Az elektronikus számlát és elektronikus jótállási jegyet (amennyiben a hatályos jogszabályok alapján szükséges) a rendeléskor megadott email címre megküldtük a felhasználó részére. Sérülés esetén a csomagot a Felhasználó nem köteles a futártól átvenni. A csomagok kézbesítése munkanapokon történik 8-17 óra közötti időszakban. Amennyiben a csomag a Felhasználó önhibája miatt a Szolgáltatóhoz „cím nem azonosítható”, „címzett ismeretlen”, „elköltözött”, „kézbesítés akadályozott”, „nem kereste”,„bejelentve meghalt”, „bejelentve megszűnt”, „átvételt megtagadta” kézbesítési jelzővel érkezik vissza, úgy a Felhasználó szerződésszegést követ el, mely esetben köteles Szolgáltató részére megtéríteni az ezzel kapcsolatosan Szolgáltatónál keletkezett 6.350.- Ft összegű kárt. A Szolgáltató a kárigényét a Felhasználó felé a Felhasználó által megadott e-mail címre megküldött díjbekérő alapján érvényesíti, melyben foglalt fizetési határidőt követően a követelése érvényesítésével, behajtásával harmadik személyt bíz meg, melynek költsége további 6.350.- Ft. A követelés érvényesítésével, behajtásával kapcsolatos költség a Felhasználót terheli. Amennyiben Felhasználó a Szolgáltatónak szerződésszegéssel okozott kárát a díjbekérő és az azt követő további felszólításokra sem téríti meg, úgy a Szolgáltató követelését a Felhasználóval szemben peres vagy nemperes eljárásban, majd ezt követő végrehajtási eljárásban érvényesíti, melynek jogszabályban foglalt további költségei a Felhasználóra áthárulnak. Önhibának számít az, ha a Felhasználó értesítés ellenére nem veszi fel a postán a csomagot, vagy ha a lakcíme a nyilvántartásokban nem valós.",0
"13.1. Az Okirat céljára és társadalmi hasznosságára tekintettel a Felek fokozott gondossággal
kötelesek eljárni a teljesítés során. Erre tekintettel a Felek kötelesek egymás teljesítését
elősegítve szorosan együttműködni, és egymás méltányos érdekeit figyelembe venni .",4
"Ha az elállásra a 13. b. Elállás gyakorolhatósága a Libri boltjaiban alpontban részletezettek szerint nem kerülhet sor; saját költségén küldje vissza a terméke(ke)t postai úton vagy futárszolgálattal a Szolgáltató raktárába (1116 Budapest, Kondorosi út 3., „LIBRI ÜGYFÉLSZOLGÁLAT” megjelöléssel,), az alábbi esetekben: antikvár könyveket tartalmazó rendelés egy részétől való elállás, nem a Libri bolthálózatához tartozó átvételi ponton, pl. PostaPonton vagy Pick Pack Ponton átvett rendelés, bármely futárszolgálat által házhoz szállítással kért rendelés egy részétől vagy egészétől történő elállás esetén. Ezt követően haladéktalanul, de legkésőbb a termék(ek) visszaérkezésétől számított 14 napon belül visszatérítjük az ellenszolgáltatásként megfizetett teljes összeget, ideértve a teljesítéssel összefüggésben felmerült költségeket is a jelen ÁSZF-ben foglalt feltételek és a vonatkozó jogszabályok szerint.",1
"Applikáció:  a regisztrált Felhasználók részére a törzsvásárlói kártya adatai megadásával hozzáférhető alkalmazás, mely a törzsvásárlók számára biztosított egyedi kedvezmények mellett a kiemelt ajánlatokra hívja fel a Felhasználó figyelmét, és lehetővé teszi a regisztrált felhasználó profil adatainak módosítását. Az Applikációra az ÁSZF valamennyi vonatkozó rendelkezése alkalmazandó, így (különösen, de nem kizárólag) az ÁSZF III. 1. d. Adatbeviteli hibáknak a szerződéses nyilatkozat elküldését megelőzően történő azonosításához és kijavításához biztosított eszközökkel kapcsolatos tájékoztatás első bekezdése, 9. Árfeltüntetés, 15. Termékszavatosság , 17. Téves ár, 18. Kuponos kedvezmények és a IV. (Egyéb rendelkezések).",2
"3.2.3.1. A Számlatulajdonos a Banknál Erste Lakossági TeleBank szolgáltatást erre rendszeresített nyomtatványon illetve Telebankon keresztül igényelhet, amely igényléssel a TeleBank szolgáltatás kapcsán a Bank és a Számlatulajdonos között TeleBank szolgáltatási szerződés jön létre. A TeleBank szolgáltatás igénylésének feltétele, hogy a Számlatulajdonos a Banknál lakossági bankszámlával rendelkezzen.",2
"Az érvényes jeggyel rendelkező Látogató jogosult az adott előadás játszóhelyén tartózkodni, a kiszolgáló létesítményeket, berendezéseket használni, az előadáshoz kapcsolódó szolgáltatásokat igénybe venni. A MÁO egyes szolgáltatások igénybevételét jogosult díjazáshoz kötni.",2
"6.1. Eladó szavatol azért, hogy a leszállított Termék hiba és hiánymentes, valamint megfelel a vonatkozó szabványnak, munkavédelmi, tűzvédelmi, egészségügyi és környezetvédelmi előírásoknak. Eladó a Termék minőségét minőségi tanúsítvánnyal, műbizonylattal igazolja.",1
"b. amennyiben a megvásárolt termékre kötelező, jogszabályi jótállás vonatkozik (a továbbiakban: „kötelező jótállás”), jótállási igényt érvényesíthet az Alzával, mint jótállásra kötelezettel szemben; ",3
"2.1.5. Ha a gazdálkodó szervezet / egyéb szervezet alapításához – a cégbírósági bejegyzést / bírósági nyilvántartásba vételt megelőzően - jogszabály törzstőke, alaptőke / alapítói vagyon elhelyezését nem írja elő, a Bank a Számlatulajdonos kérésére a cégbejegyzési kérelem benyújtásakor a cégbíróságon kapott tanúsítvány csatolása után, illetve a Bank által kért dokumentumok megléte esetében pénzforgalmi Bankszámlát, illetőleg vállalkozói devizaszámlát a Számlatulajdonos számára megnyitja.",2
"A Bank a Bankszámlát azt követően nyitja meg, hogy leellenőrizte a Számlatulajdonos jogállását, létrejöttét és nyilvántartásba vételét. Amennyiben a Bank szükségesnek ítéli a Számlatulajdonos köteles a Bankszámla nyitásához szükséges ellenőrzés alapjául szolgáló dokumentációt eredeti vagy hiteles másolatban a Bank rendelkezésére bocsátani. Amennyiben arra szükség van, a Számlatulajdonos cégjegyzésre, illetve számla feletti rendelkezésre jogosult képviselőjének személyét, annak adatait, képviseleti jogát, aláírás mintáját a Bank részére írásban küldi meg / jelenti be, és SWIFT üzeneten keresztül igazolja.",3
"Jelen dokumentum nem kerül iktatásra, kizárólag elektronikus formában kerül megkötésre, nem minősül írásbeli szerződésnek, magyar nyelven íródik, magatartási kódexre nem utal. A webshop működésével, megrendelési, és szállítási folyamatával kapcsolatosan felmerülő kérdések esetén a megadott elérhetőségeinken rendelkezésére állunk.",2
"4.3. A Hitelkártya birtokos köteles gondoskodni arról, hogy a nála lévő érvénytelen (pl. lejárt, megszűnt) Hitelkártya ne kerülhessen harmadik személy birtokába, azt köteles megsemmisíteni (a mágnescsík és a chip fizikai érvénytelenítésével), a Hitelkártyát további tranzakciók végzésére használhatatlanná tenni, valamint a Hitelkártyán szereplő adatokat felismerhetetlenné tenni. E kötelesség elmulasztásából eredő esetleges károkért a Bank nem vállal felelősséget. Ha a Hitelkártya birtokos vagy más személy lejárt Hitelkártyával kárt okoz a Banknak, a Hitelkártyához kapcsolódó Hitelszámla Számlatulajdonosa köteles azt megtéríteni.",2
"A fentiek bármelyikének megsértése – a rendelkezésünkre álló egyéb jogorvoslati lehetőségek mellett – az alábbi intézkedések alapjául szolgálhat: (1) bármely Felhasználói beküldés eltávolítása, korlátozása vagy közzétételének megtagadása; (2) az Ön termékvásárlásainak törlése vagy korlátozása; (3) a Tőlünk járó Jutalmak vagy kifizetések törlése vagy korlátozása; és/vagy (4) a Szolgáltatásokhoz való hozzáférés vagy azok használatának felfüggesztése, megszüntetése vagy egyéb korlátozása.",3
"9. 1. A  létesítményeket, a gépeket, berendezéseket (beleértve a
kéziszerszámokat) akár gépi hajtásúak, akár nem
a) megfelelően kell megtervezni és kivitelezni, különös tekintettel az
ergonómiai követelmények megvalósulására;
b) jó üzemállapotban kell tartani, és megfelelően kell karbantartani;
c) kizárólag ahhoz a munkához szabad alkalmazni, amire tervezték;
d) csak olyan munkavállalók üzemeltethetik, akik erre megfelelő képzést
kaptak.",3
"A Szolgáltató az időmérésen alapuló szolgáltatás mérését másodperc alapon, díjának számítását és számlázását az Előfizetői Szerződésben és az ÁSZF 2. számú mellékletében kialakított számlázási egység alapján végzi. A Szolgáltató hálózati kapcsolástechnikai rendszerét úgy köteles kialakítani, hogy a díjazott időtartam, azaz időmérésen alapuló szolgáltatás esetén a kapcsolat létrejötte és bontása közötti időtartam, a végpontok közötti beszéd- vagy adatkapcsolat fennállásának tényleges idejét a) Helyhez kötött telefonszolgáltatás vagy hangszolgáltatás és Mobil telefonszolgáltatás vagy hangszolgáltatás esetén hívó oldali bontásnál 2 másodperccel, hívott oldali bontásnál 90 másodperccel, b) Helyhez kötött és Mobil internet-hozzáférési szolgáltatás esetén 1 másodperccel, haladja meg. Adatmennyiségen alapuló szolgáltatás díjának számítását és számlázását az ÁSZF 2. számú mellékletében kialakított számlázási egység alapján végzi.",3
"A termék akkor minősül hibásnak, ha az nem felel meg a forgalomba hozatalakor hatályos minőségi követelményeknek vagy pedig, ha nem rendelkezik a gyártó által adott leírásban szereplő tulajdonságokkal. A termékleírásban feltüntetett hibákra a szavatosság nem vonatkozik.",2
3.1. A Felek a számla kibocsátását megelőzően a szerződéses akaratukat írásban pontosíthatják.,4
2.2. Bankszámla feletti rendelkezés,4
"Az írásbeli panaszt az Eladó - ha az  közvetlenül alkalmazandó jogi aktusa eltérően nem rendelkezik - a beérkezését követően harminc napon belül köteles írásban érdemben igazolható módon megválaszolni és intézkedni annak közlése iránt. A panaszt elutasító álláspontját az Eladó indokolni köteles. A panasz elutasítása esetén az Eladó köteles a fogyasztót írásban tájékoztatni arról, hogy panaszával – annak jellege szerint – mely hatóság vagy békéltető testület eljárását kezdeményezheti. A tájékoztatásnak tartalmaznia kell továbbá az illetékes hatóság, illetve a fogyasztó lakóhelye, tartózkodási helye vagy székhelye szerinti békéltető testület székhelyét, telefonos és internetes elérhetőségét, valamint levelezési címét, valamint hogy az Eladó tett-e általános alávetési nyilatkozatot.",3
"A Szerződéskötés során, a szerződéses jogviszonyra vonatkozóan a felek kifejezetten kizárják a köztük korábban hatályban volt, vagy jelenleg is hatályos egyéb szerződéses jogviszonyok valamennyi szerződéses szabályozását, továbbá az azokhoz kapcsolódó valamennyi szerződéses gyakorlatot és feltételt. ",3
Az érdekmúlás érdemi bizonyítása a Felhasználó kötelessége. Jelentéktelen hiba miatt elállásnak nincs helye.,0
"1.2. Az ÁSZF rendelkezései szerződési feltételnek minősülnek,  amelyeket a Kedvezményezett a
támogatás igénybevételére vonatkozó Támogatói Okirattal  (továbbiakban: Okirat) fogad el.",1
"A Szerződés, Megrendelés és Egyedi szerződés Megrendelő által aláírtnak minősül, ha azon Megrendelő minősített vagy minősített tanúsítványon alapuló fokozott biztonságú elektronikus aláírást vagy bélyegzőt helyezett el vagy ha a keretszerződésben meghatározott módon az ott rögzített feltételek teljesülnek. ",1
"93. Amennyiben a Fogyasztó a termék átvételével késedelembe esik, azt a megjelölt határidőben nem veszi át, úgy az Alza erről a Fogyasztót értesíti, és az átvételre egy alkalommal póthatáridőt tűz. Amennyiben a póthatáridő alatt sem veszi át a Fogyasztó a terméket, akkor az Alza a szerződéstől jogosult elállni (a megrendelést az Alza jogosult törölni) és a terméket / szolgáltatást ezt követően más vásárlónak értékesíteni. Ezen rendelkezések alkalmazandók fizetési késedelem esetén is, amennyiben a termék még nem került átvételre és kifizetésre. A Fogyasztó továbbá tudomásul veszi, hogy a termék átvételének póthatáridőben való elmulasztása esetén az Alza jogosult arra is, hogy az indokolatlan szállítási költséggel kapcsolatosan felmerült kárát a Fogyasztóval szemben érvényesít se (pl. az elálláskor visszatérítendő összegbe beszámíthatja).",3
